Idade,Renda Mensal,Historico de Credito,Historico de Emprego,Aprovado
51,8711.81911004889,0,1,1
64,9864.92458463885,0,0,0
64,8461.490547757108,0,0,1
62,4559.685357830874,1,0,1
55,6693.280059898263,0,1,1
41,3441.0046872523326,1,0,0
22,3321.9946215289006,1,1,0
60,7268.426822210577,1,0,0
62,1622.5323331008271,0,1,0
32,6226.445713211908,0,1,0
62,5811.56449992914,0,0,0
36,9012.414019891465,1,0,1
67,2497.7326753336974,0,1,1
37,7283.748113585288,1,1,0
58,4735.052137117216,1,1,0
52,5084.953388495576,1,0,0
62,6693.1276248143795,0,0,1
61,1972.059577100257,0,0,0
65,5286.384900612078,0,0,1
30,8047.577936652341,0,1,0
22,5860.776658736661,0,1,1
20,8308.97809009495,0,0,1
58,7943.3064058735,1,0,0
24,8521.695718248939,1,0,1
50,7671.079155741194,1,0,0
40,2294.4319351959025,1,0,1
29,1807.5574812075631,1,1,1
53,4450.014623276637,1,1,0
42,2937.6419811563837,0,0,0
69,8689.980381485591,0,1,0
25,5938.123413842783,0,1,0
39,8438.585151534484,0,0,1
36,3465.654597715581,1,1,1
60,5635.48507594724,0,1,0
26,8622.024795766989,1,1,1
39,5644.574760940468,0,1,1
26,8380.615245642364,0,1,0
58,1902.8107907503513,0,0,0
40,7391.461426418845,1,1,1
46,9523.070951183552,1,1,1
25,9178.99965934984,1,1,1
67,1538.5142598680459,0,1,1
51,1068.599092068202,0,1,1
18,2182.8952869811224,0,1,1
21,9761.079671709747,1,1,1
22,3696.011845469071,0,0,1
57,2575.5936200981596,0,0,1
47,1365.278707077302,0,1,1
66,6509.252352737306,0,1,0
69,9488.98527233309,1,0,0
65,7005.268970900979,0,0,1
43,2333.3676886016424,1,1,0
27,6180.035125666438,0,0,1
69,1715.7705765228015,0,0,1
46,8476.791755585167,1,0,1
37,1187.8682481474339,0,1,1
33,8663.462752778236,1,1,1
37,3586.529673563155,0,1,0
63,2713.7797689132576,1,1,1
24,7668.13474033274,0,0,0
21,6624.410813731287,0,0,1
53,6136.042445162365,0,0,1
60,5518.378894336045,1,0,1
27,2806.634307481304,0,1,1
35,4755.541056125282,0,0,1
20,2343.6799088755824,0,1,1
61,4444.596034217081,0,1,1
23,8746.430625675383,1,0,0
37,4066.0265483363232,1,1,1
29,2678.0706126585774,0,1,0
38,6242.303180187186,0,0,1
29,6490.555504392779,1,1,1
39,4706.751660463513,1,1,1
65,1980.9622851930544,0,1,0
38,6477.952430692141,0,0,1
61,6800.015084762963,1,0,1
30,4880.3737371516,0,0,0
35,3884.0242494738277,1,1,1
33,6888.202206380276,0,1,0
43,3677.0602845175003,1,0,0
51,8193.791680671096,0,0,1
56,2111.0798648740883,1,1,1
36,8799.093531016475,0,1,1
54,5073.103881208836,0,1,1
64,1879.8692626397428,0,1,0
69,1467.9140011875002,1,0,0
48,2220.7469221454485,1,0,1
36,9906.410906780933,0,0,1
58,3659.6422359270414,1,0,0
58,6900.765368910987,0,1,1
30,9571.23281323483,1,0,1
43,6313.19358742502,1,0,1
50,9518.78648938012,1,1,0
27,6653.974169299926,1,0,0
49,7403.647134531031,0,0,0
51,1479.5151633749035,1,0,1
27,6353.761582503787,0,0,1
46,6707.939894186336,1,1,0
19,4486.729155179144,0,1,0
41,6124.453240315712,0,0,1
61,1011.1684260937659,1,1,0
37,1820.125703078967,1,1,0
29,5816.891743645757,0,0,1
46,1908.6044336347366,0,1,1
20,6874.7504818853295,0,0,0
50,7773.540268021982,0,0,1
42,1143.8082664635574,0,1,0
67,3330.113396195522,1,1,0
32,9991.587525269786,1,0,0
56,3488.108206374571,0,1,0
39,3857.1224667627566,1,1,0
56,2467.491740445554,1,1,0
58,5191.135702449679,1,1,1
44,9803.323659050056,0,0,0
57,2138.042371186084,1,0,1
46,6173.187339985491,1,0,1
59,2738.2018594525252,1,1,0
42,4401.120590209182,0,0,1
42,5522.079475873585,1,0,0
36,9959.642891062633,1,1,0
33,3142.6806428349805,0,0,1
59,8226.719707658951,0,1,0
37,3623.216059226593,0,1,0
18,9613.943026483568,1,0,0
49,8153.087926901215,0,0,1
57,9929.750864892801,1,0,0
62,6291.647322349242,1,0,1
65,2378.518793289281,0,0,0
20,4408.429626003869,1,1,0
29,7748.150177069701,1,0,0
57,2772.736731336711,1,1,0
29,6969.5989096032445,1,0,1
38,9814.993574422062,1,1,0
56,7766.299709548112,1,1,1
38,1919.6038972548752,0,0,1
51,7345.329052286841,0,1,0
42,3392.455536038726,1,0,1
20,3255.352024338451,0,0,0
47,1691.1649235625791,1,0,0
30,2481.4656774949426,0,1,1
32,4330.961438472628,0,0,1
47,2029.0769660649878,1,0,1
55,3637.3948013551812,0,1,0
18,1296.5940326811506,1,1,0
